Date,Customer_ID,Customer_Type,SKU_ID,Category,Price,Forecast_Qty,Actual_Qty
2021-03-29,REG-257,Regular,REF-001,Refrigerator,2700,17,22
2021-03-29,REG-081,Regular,REF-001,Refrigerator,2700,19,23
2021-03-29,REG-295,Regular,AC-008,AirConditioner,6800,20,24
2021-03-29,REG-170,Regular,AC-008,AirConditioner,6800,17,21
2021-03-29,REG-074,Regular,AC-009,AirConditioner,7400,28,25
2021-03-29,REG-229,Regular,REF-001,Refrigerator,2700,50,45
2021-03-29,REG-236,Regular,AC-009,AirConditioner,7400,64,54
2021-03-29,REG-209,Regular,AC-007,AirConditioner,6200,9,10
2021-03-29,REG-144,Regular,REF-006,Refrigerator,8700,35,33
2021-03-29,REG-088,Regular,REF-008,Refrigerator,11100,26,28
2021-03-30,REG-192,Regular,REF-003,Refrigerator,5100,13,14
2021-03-30,REG-270,Regular,AC-004,AirConditioner,4400,28,24
2021-03-30,REG-233,Regular,REF-010,Refrigerator,13500,17,18
2021-03-30,REG-273,Regular,REF-006,Refrigerator,8700,31,35
2021-03-30,REG-106,Regular,AC-003,AirConditioner,3800,36,37
2021-03-30,REG-259,Regular,AC-009,AirConditioner,7400,38,33
2021-03-30,KA-018,TOP,AC-004,AirConditioner,4400,4467,3969
2021-03-30,KA-018,TOP,REF-010,Refrigerator,13500,789,743
2021-03-30,KA-018,TOP,REF-009,Refrigerator,12300,1501,1191
2021-03-30,KA-018,TOP,REF-008,Refrigerator,11100,1510,1224
2021-03-30,KA-018,TOP,AC-008,AirConditioner,6800,3459,3228
2021-03-30,REG-206,Regular,REF-003,Refrigerator,5100,13,16
2021-03-30,REG-187,Regular,REF-003,Refrigerator,5100,19,19
2021-03-30,REG-067,Regular,AC-003,AirConditioner,3800,53,46
2021-03-30,REG-169,Regular,AC-006,AirConditioner,5600,6,8
2021-03-30,REG-102,Regular,AC-004,AirConditioner,4400,46,43
2021-03-30,REG-294,Regular,REF-002,Refrigerator,3900,3,4
2021-03-30,REG-168,Regular,REF-003,Refrigerator,5100,21,19
2021-03-30,KA-018,TOP,AC-007,AirConditioner,6200,2782,2215
2021-03-30,REG-230,Regular,REF-010,Refrigerator,13500,35,36
2021-03-30,REG-184,Regular,AC-004,AirConditioner,4400,65,57
2021-03-30,REG-099,Regular,REF-004,Refrigerator,6300,26,31
2021-03-30,REG-140,Regular,AC-004,AirConditioner,4400,20,18
2021-03-30,REG-212,Regular,REF-004,Refrigerator,6300,11,11
2021-03-30,REG-139,Regular,AC-005,AirConditioner,5000,61,60
2021-03-30,REG-162,Regular,AC-002,AirConditioner,3200,31,34
2021-03-30,REG-240,Regular,AC-006,AirConditioner,5600,27,32
2021-03-30,REG-158,Regular,AC-007,AirConditioner,6200,7,9
2021-03-30,REG-190,Regular,REF-005,Refrigerator,7500,41,36
2021-03-31,REG-293,Regular,AC-009,AirConditioner,7400,49,58
2021-03-31,REG-047,Regular,REF-005,Refrigerator,7500,17,20
2021-03-31,REG-201,Regular,AC-008,AirConditioner,6800,62,57
2021-03-31,REG-034,Regular,REF-005,Refrigerator,7500,24,22
2021-03-31,REG-291,Regular,AC-001,AirConditioner,2600,14,16
2021-03-31,REG-115,Regular,AC-007,AirConditioner,6200,43,49
2021-03-31,REG-155,Regular,REF-002,Refrigerator,3900,11,10
2021-03-31,REG-080,Regular,AC-002,AirConditioner,3200,27,31
2021-03-31,REG-173,Regular,AC-008,AirConditioner,6800,62,56
2021-03-31,REG-245,Regular,REF-010,Refrigerator,13500,33,36
2021-03-31,REG-044,Regular,AC-003,AirConditioner,3800,7,7
2021-03-31,REG-280,Regular,REF-010,Refrigerator,13500,43,44
2021-03-31,REG-130,Regular,REF-002,Refrigerator,3900,4,4
2021-03-31,REG-098,Regular,REF-004,Refrigerator,6300,7,9
2021-03-31,REG-183,Regular,AC-007,AirConditioner,6200,47,50
2021-03-31,REG-181,Regular,REF-004,Refrigerator,6300,40,34
2021-03-31,REG-114,Regular,AC-009,AirConditioner,7400,17,19
2021-03-31,REG-056,Regular,AC-008,AirConditioner,6800,13,14
2021-03-31,REG-254,Regular,REF-003,Refrigerator,5100,25,30
2021-04-01,REG-153,Regular,REF-004,Refrigerator,6300,6,6
2021-04-01,REG-232,Regular,AC-006,AirConditioner,5600,40,42
2021-04-01,REG-266,Regular,AC-001,AirConditioner,2600,9,12
2021-04-01,REG-125,Regular,REF-008,Refrigerator,11100,27,25
2021-04-01,REG-035,Regular,AC-005,AirConditioner,5000,67,60
2021-04-01,REG-246,Regular,AC-007,AirConditioner,6200,35,33
2021-04-01,REG-083,Regular,AC-008,AirConditioner,6800,59,57
2021-04-01,REG-215,Regular,AC-003,AirConditioner,3800,24,22
2021-04-01,REG-281,Regular,REF-008,Refrigerator,11100,13,15
2021-04-01,REG-060,Regular,REF-010,Refrigerator,13500,44,41
2021-04-01,REG-113,Regular,REF-010,Refrigerator,13500,26,32
2021-04-01,REG-136,Regular,REF-007,Refrigerator,9900,41,35
2021-04-01,REG-146,Regular,REF-006,Refrigerator,8700,25,21
2021-04-01,REG-094,Regular,AC-002,AirConditioner,3200,57,58
2021-04-01,REG-110,Regular,AC-007,AirConditioner,6200,56,48
2021-04-01,REG-195,Regular,AC-008,AirConditioner,6800,20,20
2021-04-01,REG-077,Regular,AC-003,AirConditioner,3800,14,16
2021-04-01,REG-260,Regular,REF-003,Refrigerator,5100,14,16
2021-04-01,REG-253,Regular,AC-002,AirConditioner,3200,19,19
2021-04-01,REG-059,Regular,REF-003,Refrigerator,5100,14,14
2021-04-01,REG-262,Regular,AC-004,AirConditioner,4400,10,12
2021-04-01,REG-038,Regular,AC-003,AirConditioner,3800,66,56
2021-04-01,REG-175,Regular,AC-007,AirConditioner,6200,65,56
2021-04-01,REG-037,Regular,AC-008,AirConditioner,6800,56,50
2021-04-01,REG-258,Regular,AC-010,AirConditioner,8000,14,15
2021-04-01,REG-051,Regular,AC-008,AirConditioner,6800,32,28
2021-04-01,REG-239,Regular,REF-001,Refrigerator,2700,10,11
2021-04-01,REG-243,Regular,REF-005,Refrigerator,7500,17,20
2021-04-01,REG-241,Regular,REF-009,Refrigerator,12300,30,35
2021-04-02,REG-141,Regular,REF-005,Refrigerator,7500,17,22
2021-04-02,REG-255,Regular,REF-010,Refrigerator,13500,11,10
2021-04-02,REG-198,Regular,AC-004,AirConditioner,4400,38,33
2021-04-02,REG-235,Regular,REF-004,Refrigerator,6300,38,40
2021-04-02,REG-111,Regular,REF-004,Refrigerator,6300,16,17
2021-04-02,REG-299,Regular,AC-001,AirConditioner,2600,38,37
2021-04-02,REG-105,Regular,REF-005,Refrigerator,7500,18,17
2021-04-02,REG-062,Regular,REF-010,Refrigerator,13500,4,5
2021-04-02,REG-161,Regular,REF-003,Refrigerator,5100,39,35
2021-04-02,REG-238,Regular,REF-005,Refrigerator,7500,9,9
2021-04-02,REG-107,Regular,REF-009,Refrigerator,12300,16,16
2021-04-02,REG-210,Regular,REF-004,Refrigerator,6300,48,41
2021-04-02,REG-264,Regular,REF-003,Refrigerator,5100,18,18
2021-04-02,REG-076,Regular,AC-007,AirConditioner,6200,8,8
2021-04-02,REG-263,Regular,AC-006,AirConditioner,5600,54,51
2021-04-02,REG-087,Regular,AC-009,AirConditioner,7400,27,33
2021-04-02,REG-221,Regular,REF-009,Refrigerator,12300,13,14
2021-04-02,REG-298,Regular,AC-004,AirConditioner,4400,37,32
2021-04-02,REG-276,Regular,REF-009,Refrigerator,12300,4,4
2021-04-02,REG-046,Regular,REF-002,Refrigerator,3900,8,8
2021-04-02,REG-287,Regular,AC-010,AirConditioner,8000,31,27
2021-04-02,REG-126,Regular,AC-009,AirConditioner,7400,19,19
2021-04-02,REG-268,Regular,REF-010,Refrigerator,13500,30,32
2021-04-02,REG-290,Regular,AC-010,AirConditioner,8000,31,30
2021-04-03,REG-188,Regular,REF-006,Refrigerator,8700,32,35
2021-04-03,REG-033,Regular,REF-006,Refrigerator,8700,10,12
2021-04-03,REG-244,Regular,AC-006,AirConditioner,5600,14,14
2021-04-03,REG-152,Regular,AC-008,AirConditioner,6800,13,12
2021-04-03,REG-116,Regular,AC-007,AirConditioner,6200,47,52
2021-04-03,REG-057,Regular,AC-009,AirConditioner,7400,21,19
2021-04-03,REG-211,Regular,AC-010,AirConditioner,8000,32,34
2021-04-03,REG-138,Regular,AC-006,AirConditioner,5600,15,13
2021-04-03,REG-278,Regular,AC-001,AirConditioner,2600,23,22
2021-04-03,REG-143,Regular,AC-003,AirConditioner,3800,36,40
2021-04-03,REG-203,Regular,AC-004,AirConditioner,4400,58,49
2021-04-03,REG-200,Regular,REF-005,Refrigerator,7500,37,32
2021-04-03,REG-202,Regular,REF-003,Refrigerator,5100,39,33
2021-04-03,REG-227,Regular,AC-008,AirConditioner,6800,31,34
2021-04-03,REG-122,Regular,AC-002,AirConditioner,3200,31,36
2021-04-03,REG-128,Regular,AC-002,AirConditioner,3200,11,10
2021-04-03,REG-252,Regular,AC-001,AirConditioner,2600,37,45
2021-04-03,REG-284,Regular,AC-008,AirConditioner,6800,8,7
2021-04-03,REG-223,Regular,AC-001,AirConditioner,2600,55,56
2021-04-03,REG-196,Regular,REF-008,Refrigerator,11100,19,23
2021-04-03,REG-234,Regular,REF-001,Refrigerator,2700,22,23
2021-04-04,REG-163,Regular,AC-008,AirConditioner,6800,24,25
2021-04-04,REG-082,Regular,AC-005,AirConditioner,5000,48,50
2021-04-04,REG-117,Regular,REF-003,Refrigerator,5100,13,12
2021-04-04,REG-079,Regular,AC-009,AirConditioner,7400,33,39
2021-04-04,REG-112,Regular,REF-003,Refrigerator,5100,20,19
2021-04-04,REG-072,Regular,AC-005,AirConditioner,5000,12,13
2021-04-04,REG-071,Regular,AC-006,AirConditioner,5600,51,58
2021-04-04,REG-108,Regular,AC-004,AirConditioner,4400,57,48
2021-04-04,REG-075,Regular,REF-008,Refrigerator,11100,5,5
2021-04-04,REG-055,Regular,REF-008,Refrigerator,11100,15,14
2021-04-04,REG-275,Regular,AC-004,AirConditioner,4400,33,33
2021-04-04,REG-069,Regular,AC-008,AirConditioner,6800,7,7
2021-04-04,REG-127,Regular,AC-009,AirConditioner,7400,22,19
2021-04-04,REG-091,Regular,REF-002,Refrigerator,3900,33,38
2021-04-05,REG-073,Regular,AC-007,AirConditioner,6200,27,26
2021-04-05,REG-084,Regular,REF-005,Refrigerator,7500,45,45
2021-04-05,REG-165,Regular,AC-006,AirConditioner,5600,15,19
2021-04-05,REG-065,Regular,AC-010,AirConditioner,8000,29,27
2021-04-05,REG-145,Regular,REF-004,Refrigerator,6300,16,20
2021-04-05,REG-045,Regular,REF-005,Refrigerator,7500,8,9
2021-04-05,REG-272,Regular,AC-003,AirConditioner,3800,49,45
2021-04-05,REG-279,Regular,AC-004,AirConditioner,4400,19,22
2021-04-05,REG-191,Regular,AC-010,AirConditioner,8000,23,27
2021-04-05,REG-133,Regular,REF-005,Refrigerator,7500,31,31
2021-04-05,REG-070,Regular,AC-006,AirConditioner,5600,35,40
2021-04-05,REG-261,Regular,REF-005,Refrigerator,7500,22,21
2021-04-05,REG-185,Regular,AC-005,AirConditioner,5000,16,19
2021-04-05,REG-182,Regular,AC-004,AirConditioner,4400,39,49
2021-04-05,REG-134,Regular,REF-002,Refrigerator,3900,6,6
2021-04-05,REG-295,Regular,REF-005,Refrigerator,7500,20,21
2021-04-05,REG-300,Regular,AC-009,AirConditioner,7400,35,38
2021-04-05,REG-197,Regular,AC-005,AirConditioner,5000,45,52
2021-04-05,REG-177,Regular,REF-006,Refrigerator,8700,21,18
2021-04-05,REG-219,Regular,REF-007,Refrigerator,9900,6,7
2021-04-06,REG-251,Regular,REF-004,Refrigerator,6300,35,43
2021-04-06,REG-229,Regular,AC-009,AirConditioner,7400,48,50
2021-04-06,REG-088,Regular,REF-001,Refrigerator,2700,36,41
2021-04-06,REG-205,Regular,AC-009,AirConditioner,7400,48,54
2021-04-06,REG-212,Regular,AC-007,AirConditioner,6200,10,10
2021-04-06,REG-093,Regular,REF-001,Refrigerator,2700,8,9
2021-04-06,REG-058,Regular,AC-007,AirConditioner,6200,46,51
2021-04-06,REG-174,Regular,AC-007,AirConditioner,6200,44,48
2021-04-06,REG-286,Regular,REF-007,Refrigerator,9900,34,43
2021-04-06,REG-247,Regular,AC-001,AirConditioner,2600,41,38
2021-04-06,REG-267,Regular,REF-004,Refrigerator,6300,34,41
2021-04-06,REG-081,Regular,REF-008,Refrigerator,11100,18,21
2021-04-06,REG-048,Regular,AC-010,AirConditioner,8000,48,54
2021-04-06,REG-237,Regular,REF-001,Refrigerator,2700,29,29
2021-04-06,REG-102,Regular,REF-001,Refrigerator,2700,36,33
2021-04-06,REG-061,Regular,REF-005,Refrigerator,7500,36,39
2021-04-06,REG-273,Regular,AC-001,AirConditioner,2600,44,45
2021-04-06,REG-041,Regular,REF-007,Refrigerator,9900,29,27
2021-04-06,REG-121,Regular,REF-002,Refrigerator,3900,19,17
2021-04-06,REG-179,Regular,AC-007,AirConditioner,6200,54,48
2021-04-06,REG-101,Regular,AC-001,AirConditioner,2600,46,40
2021-04-06,REG-233,Regular,REF-010,Refrigerator,13500,32,34
2021-04-06,REG-194,Regular,AC-004,AirConditioner,4400,42,46
2021-04-06,REG-164,Regular,AC-009,AirConditioner,7400,13,12
2021-04-07,REG-172,Regular,AC-003,AirConditioner,3800,41,50
2021-04-07,REG-166,Regular,REF-008,Refrigerator,11100,28,29
2021-04-07,REG-216,Regular,REF-009,Refrigerator,12300,31,37
2021-04-07,REG-097,Regular,AC-002,AirConditioner,3200,31,37
2021-04-07,REG-204,Regular,REF-004,Refrigerator,6300,13,15
2021-04-07,REG-039,Regular,REF-005,Refrigerator,7500,37,42
2021-04-07,REG-296,Regular,REF-009,Refrigerator,12300,36,40
2021-04-07,REG-206,Regular,REF-009,Refrigerator,12300,27,24
2021-04-07,REG-257,Regular,AC-009,AirConditioner,7400,24,27
2021-04-07,REG-289,Regular,REF-004,Refrigerator,6300,18,20
2021-04-07,REG-192,Regular,REF-007,Refrigerator,9900,30,34
2021-04-07,REG-120,Regular,AC-005,AirConditioner,5000,17,18
2021-04-07,REG-131,Regular,REF-003,Refrigerator,5100,14,17
2021-04-07,REG-103,Regular,REF-008,Refrigerator,11100,25,30
2021-04-07,REG-201,Regular,REF-003,Refrigerator,5100,43,38
2021-04-07,REG-193,Regular,REF-010,Refrigerator,13500,34,34
2021-04-07,REG-118,Regular,AC-009,AirConditioner,7400,48,55
2021-04-07,REG-159,Regular,AC-009,AirConditioner,7400,17,16
2021-04-08,REG-160,Regular,REF-009,Refrigerator,12300,19,22
2021-04-08,REG-269,Regular,REF-003,Refrigerator,5100,42,37
2021-04-08,REG-063,Regular,REF-003,Refrigerator,5100,42,37
2021-04-08,REG-195,Regular,AC-001,AirConditioner,2600,11,14
2021-04-08,REG-190,Regular,REF-001,Refrigerator,2700,40,43
2021-04-08,REG-199,Regular,REF-001,Refrigerator,2700,26,29
2021-04-08,REG-089,Regular,AC-010,AirConditioner,8000,23,20
2021-04-08,REG-207,Regular,REF-007,Refrigerator,9900,12,14
2021-04-08,REG-292,Regular,AC-003,AirConditioner,3800,29,36
2021-04-08,REG-148,Regular,AC-006,AirConditioner,5600,45,44
2021-04-08,REG-078,Regular,REF-007,Refrigerator,9900,11,13
2021-04-08,REG-032,Regular,REF-002,Refrigerator,3900,20,23
2021-04-08,REG-085,Regular,REF-003,Refrigerator,5100,20,20
2021-04-08,REG-271,Regular,REF-009,Refrigerator,12300,19,17
2021-04-08,REG-265,Regular,AC-009,AirConditioner,7400,12,15
2021-04-08,REG-124,Regular,AC-005,AirConditioner,5000,46,57
2021-04-08,REG-231,Regular,AC-007,AirConditioner,6200,36,33
2021-04-08,REG-147,Regular,AC-005,AirConditioner,5000,42,45
2021-04-09,REG-053,Regular,REF-004,Refrigerator,6300,12,12
2021-04-09,REG-232,Regular,REF-010,Refrigerator,13500,28,32
2021-04-09,REG-220,Regular,REF-009,Refrigerator,12300,14,13
2021-04-09,REG-162,Regular,REF-009,Refrigerator,12300,5,6
2021-04-09,REG-178,Regular,REF-004,Refrigerator,6300,38,36
2021-04-09,REG-250,Regular,REF-001,Refrigerator,2700,18,18
2021-04-09,REG-043,Regular,AC-007,AirConditioner,6200,42,46
2021-04-09,REG-100,Regular,AC-010,AirConditioner,8000,21,20
2021-04-09,REG-037,Regular,AC-004,AirConditioner,4400,10,13
2021-04-09,REG-154,Regular,REF-009,Refrigerator,12300,36,45
2021-04-09,REG-054,Regular,REF-002,Refrigerator,3900,18,22
2021-04-09,REG-123,Regular,REF-002,Refrigerator,3900,35,43
2021-04-09,REG-064,Regular,AC-004,AirConditioner,4400,66,60
2021-04-09,REG-036,Regular,AC-005,AirConditioner,5000,21,19
2021-04-09,REG-254,Regular,REF-006,Refrigerator,8700,39,34
2021-04-09,REG-243,Regular,AC-007,AirConditioner,6200,35,40
2021-04-09,REG-042,Regular,AC-001,AirConditioner,2600,36,33
2021-04-09,REG-171,Regular,REF-008,Refrigerator,11100,29,34
2021-04-09,REG-099,Regular,AC-002,AirConditioner,3200,29,34
2021-04-09,REG-260,Regular,AC-003,AirConditioner,3800,38,32
2021-04-10,REG-109,Regular,REF-009,Refrigerator,12300,40,40
2021-04-10,REG-052,Regular,AC-004,AirConditioner,4400,26,28
2021-04-10,REG-096,Regular,AC-008,AirConditioner,6800,10,9
2021-04-10,REG-151,Regular,REF-006,Refrigerator,8700,8,10
2021-04-10,REG-104,Regular,REF-005,Refrigerator,7500,12,12
2021-04-10,REG-297,Regular,REF-010,Refrigerator,13500,4,5
2021-04-10,REG-285,Regular,AC-009,AirConditioner,7400,6,6
2021-04-10,REG-198,Regular,REF-006,Refrigerator,8700,26,27
2021-04-10,REG-188,Regular,REF-001,Refrigerator,2700,40,43
2021-04-10,REG-038,Regular,REF-001,Refrigerator,2700,8,8
2021-04-10,REG-049,Regular,REF-009,Refrigerator,12300,6,8
2021-04-10,REG-094,Regular,AC-008,AirConditioner,6800,65,55
2021-04-10,REG-226,Regular,AC-002,AirConditioner,3200,30,26
2021-04-10,REG-288,Regular,AC-002,AirConditioner,3200,12,15
2021-04-10,REG-095,Regular,REF-003,Refrigerator,5100,22,22
2021-04-10,REG-167,Regular,AC-004,AirConditioner,4400,56,60
2021-04-10,REG-033,Regular,AC-010,AirConditioner,8000,20,24
2021-04-10,REG-090,Regular,REF-002,Refrigerator,3900,34,33
2021-04-10,REG-119,Regular,REF-001,Refrigerator,2700,3,4
2021-04-10,REG-230,Regular,REF-006,Refrigerator,8700,33,29
2021-04-10,REG-157,Regular,AC-009,AirConditioner,7400,7,7
2021-04-10,REG-227,Regular,AC-004,AirConditioner,4400,5,6
2021-04-10,REG-137,Regular,REF-005,Refrigerator,7500,36,37
2021-04-10,REG-180,Regular,AC-007,AirConditioner,6200,30,31
2021-04-10,REG-142,Regular,AC-009,AirConditioner,7400,51,48
2021-04-10,REG-031,Regular,REF-009,Refrigerator,12300,24,31
2021-04-11,REG-280,Regular,REF-007,Refrigerator,9900,7,8
2021-04-11,REG-040,Regular,AC-006,AirConditioner,5600,52,50
2021-04-11,REG-284,Regular,AC-003,AirConditioner,3800,51,56
2021-04-11,REG-127,Regular,AC-004,AirConditioner,4400,12,13
2021-04-11,REG-259,Regular,AC-005,AirConditioner,5000,19,20
2021-04-11,REG-082,Regular,AC-005,AirConditioner,5000,14,14
2021-04-11,REG-211,Regular,AC-004,AirConditioner,4400,21,19
2021-04-11,REG-150,Regular,REF-008,Refrigerator,11100,13,14
2021-04-11,REG-056,Regular,REF-008,Refrigerator,11100,38,36
2021-04-11,REG-189,Regular,REF-008,Refrigerator,11100,10,11
2021-04-11,REG-214,Regular,REF-002,Refrigerator,3900,24,25
2021-04-11,REG-144,Regular,REF-009,Refrigerator,12300,8,10
2021-04-11,REG-132,Regular,AC-006,AirConditioner,5600,36,38
2021-04-12,REG-209,Regular,REF-009,Refrigerator,12300,22,27
2021-04-12,REG-275,Regular,REF-007,Refrigerator,9900,19,21
2021-04-12,REG-068,Regular,AC-009,AirConditioner,7400,28,32
2021-04-12,REG-262,Regular,AC-001,AirConditioner,2600,39,38
2021-04-12,REG-183,Regular,REF-003,Refrigerator,5100,48,44
2021-04-12,REG-219,Regular,REF-010,Refrigerator,13500,15,14
2021-04-12,REG-128,Regular,AC-005,AirConditioner,5000,45,45
2021-04-12,REG-135,Regular,AC-009,AirConditioner,7400,17,19
2021-04-12,REG-238,Regular,REF-010,Refrigerator,13500,7,9
2021-04-12,REG-114,Regular,REF-009,Refrigerator,12300,8,8
2021-04-12,REG-125,Regular,AC-007,AirConditioner,6200,33,40
2021-04-12,REG-274,Regular,REF-007,Refrigerator,9900,46,41
2021-04-12,REG-136,Regular,AC-004,AirConditioner,4400,7,8
2021-04-12,REG-224,Regular,AC-001,AirConditioner,2600,7,7
2021-04-12,REG-184,Regular,REF-003,Refrigerator,5100,26,24
2021-04-12,REG-249,Regular,AC-009,AirConditioner,7400,41,39
2021-04-12,REG-098,Regular,REF-001,Refrigerator,2700,38,36
2021-04-12,REG-235,Regular,AC-005,AirConditioner,5000,35,34
2021-04-12,REG-149,Regular,AC-004,AirConditioner,4400,60,52
2021-04-12,REG-293,Regular,REF-002,Refrigerator,3900,26,25
2021-04-12,REG-256,Regular,REF-001,Refrigerator,2700,21,18
2021-04-12,REG-225,Regular,REF-009,Refrigerator,12300,4,4
2021-04-13,REG-081,Regular,AC-009,AirConditioner,7400,12,15
2021-04-13,REG-282,Regular,REF-005,Refrigerator,7500,40,38
2021-04-13,REG-228,Regular,REF-007,Refrigerator,9900,45,45
2021-04-13,REG-129,Regular,REF-009,Refrigerator,12300,19,21
2021-04-13,REG-286,Regular,REF-001,Refrigerator,2700,10,13
2021-04-13,REG-161,Regular,AC-009,AirConditioner,7400,56,58
2021-04-13,REG-208,Regular,REF-005,Refrigerator,7500,50,45
2021-04-13,REG-169,Regular,AC-007,AirConditioner,6200,48,45
2021-04-13,REG-278,Regular,AC-009,AirConditioner,7400,21,19
2021-04-13,REG-242,Regular,AC-002,AirConditioner,3200,8,7
2021-04-13,REG-267,Regular,AC-008,AirConditioner,6800,58,57
2021-04-13,REG-045,Regular,REF-001,Refrigerator,2700,15,16
2021-04-13,REG-300,Regular,REF-002,Refrigerator,3900,22,19
2021-04-13,REG-072,Regular,AC-003,AirConditioner,3800,18,18
2021-04-13,REG-248,Regular,AC-006,AirConditioner,5600,29,36
2021-04-13,REG-102,Regular,REF-001,Refrigerator,2700,48,44
2021-04-13,REG-215,Regular,AC-003,AirConditioner,3800,13,13
2021-04-13,REG-134,Regular,REF-006,Refrigerator,8700,35,34
2021-04-13,REG-050,Regular,AC-010,AirConditioner,8000,45,55
2021-04-14,REG-246,Regular,REF-005,Refrigerator,7500,53,45
2021-04-14,REG-186,Regular,REF-001,Refrigerator,2700,30,30
2021-04-14,REG-092,Regular,AC-009,AirConditioner,7400,9,9
2021-04-14,REG-222,Regular,REF-008,Refrigerator,11100,5,6
2021-04-14,REG-069,Regular,AC-005,AirConditioner,5000,31,30
2021-04-14,REG-291,Regular,AC-002,AirConditioner,3200,10,13
2021-04-14,REG-234,Regular,AC-004,AirConditioner,4400,41,48
2021-04-14,REG-229,Regular,AC-005,AirConditioner,5000,59,57
2021-04-14,REG-164,Regular,AC-006,AirConditioner,5600,39,37
2021-04-14,REG-165,Regular,AC-002,AirConditioner,3200,52,50
2021-04-14,REG-047,Regular,REF-006,Refrigerator,8700,10,11
2021-04-14,REG-130,Regular,AC-007,AirConditioner,6200,29,30
2021-04-14,REG-187,Regular,REF-009,Refrigerator,12300,34,38
2021-04-14,REG-093,Regular,REF-007,Refrigerator,9900,43,40
2021-04-14,REG-133,Regular,AC-005,AirConditioner,5000,67,58
2021-04-14,REG-051,Regular,AC-006,AirConditioner,5600,33,39
2021-04-14,REG-156,Regular,REF-004,Refrigerator,6300,4,5
2021-04-14,REG-163,Regular,AC-005,AirConditioner,5000,30,33
2021-04-14,REG-194,Regular,REF-004,Refrigerator,6300,31,31
2021-04-14,REG-176,Regular,REF-005,Refrigerator,7500,41,45
2021-04-14,REG-086,Regular,AC-010,AirConditioner,8000,29,25
2021-04-14,REG-273,Regular,REF-003,Refrigerator,5100,41,45
2021-04-14,REG-270,Regular,REF-002,Refrigerator,3900,26,25
2021-04-14,REG-083,Regular,REF-001,Refrigerator,2700,33,36
2021-04-14,REG-141,Regular,AC-009,AirConditioner,7400,61,54
2021-04-15,REG-110,Regular,AC-003,AirConditioner,3800,12,14
2021-04-15,REG-236,Regular,AC-007,AirConditioner,6200,56,54
2021-04-15,REG-044,Regular,REF-003,Refrigerator,5100,13,13
2021-04-15,REG-212,Regular,REF-005,Refrigerator,7500,28,29
2021-04-15,REG-113,Regular,AC-008,AirConditioner,6800,27,28
2021-04-15,REG-298,Regular,REF-001,Refrigerator,2700,33,34
2021-04-15,REG-035,Regular,REF-005,Refrigerator,7500,35,39
2021-04-15,REG-258,Regular,REF-005,Refrigerator,7500,39,45
2021-04-15,REG-217,Regular,AC-009,AirConditioner,7400,50,42
2021-04-15,REG-117,Regular,REF-004,Refrigerator,6300,17,15
2021-04-15,REG-101,Regular,REF-006,Refrigerator,8700,6,6
2021-04-15,REG-112,Regular,REF-001,Refrigerator,2700,40,41
2021-04-15,REG-281,Regular,REF-004,Refrigerator,6300,23,21
2021-04-15,REG-213,Regular,REF-009,Refrigerator,12300,6,7
2021-04-15,REG-074,Regular,REF-008,Refrigerator,11100,8,9
2021-04-15,REG-218,Regular,REF-003,Refrigerator,5100,5,6
2021-04-16,REG-046,Regular,AC-009,AirConditioner,7400,65,55
2021-04-16,REG-276,Regular,AC-006,AirConditioner,5600,24,24
2021-04-16,REG-140,Regular,AC-002,AirConditioner,3200,17,20
2021-04-16,REG-168,Regular,REF-006,Refrigerator,8700,37,43
2021-04-16,REG-034,Regular,AC-004,AirConditioner,4400,31,30
2021-04-16,REG-277,Regular,AC-002,AirConditioner,3200,18,20
2021-04-16,REG-202,Regular,REF-004,Refrigerator,6300,9,9
2021-04-16,REG-126,Regular,AC-002,AirConditioner,3200,64,56
2021-04-16,REG-185,Regular,AC-009,AirConditioner,7400,55,51
2021-04-16,REG-059,Regular,REF-004,Refrigerator,6300,16,16
2021-04-16,REG-124,Regular,AC-001,AirConditioner,2600,11,10
2021-04-16,REG-253,Regular,REF-009,Refrigerator,12300,33,36
2021-04-16,REG-190,Regular,REF-002,Refrigerator,3900,25,23
2021-04-16,REG-107,Regular,AC-005,AirConditioner,5000,27,30
2021-04-16,REG-201,Regular,AC-006,AirConditioner,5600,17,20
2021-04-16,REG-296,Regular,AC-001,AirConditioner,2600,52,60
2021-04-16,REG-054,Regular,REF-004,Refrigerator,6300,12,14
2021-04-16,REG-155,Regular,AC-010,AirConditioner,8000,41,51
2021-04-16,REG-066,Regular,REF-006,Refrigerator,8700,33,41
2021-04-16,REG-076,Regular,REF-003,Refrigerator,5100,26,32
2021-04-16,REG-070,Regular,AC-009,AirConditioner,7400,40,39
2021-04-16,REG-158,Regular,REF-002,Refrigerator,3900,28,34
2021-04-16,REG-160,Regular,AC-007,AirConditioner,6200,7,7
2021-04-16,REG-043,Regular,AC-001,AirConditioner,2600,31,28
2021-04-17,REG-193,Regular,REF-006,Refrigerator,8700,23,28
2021-04-17,REG-032,Regular,AC-008,AirConditioner,6800,56,52
2021-04-17,REG-172,Regular,REF-001,Refrigerator,2700,5,7
2021-04-17,REG-118,Regular,AC-006,AirConditioner,5600,23,24
2021-04-17,REG-055,Regular,AC-007,AirConditioner,6200,41,40
2021-04-17,REG-121,Regular,AC-003,AirConditioner,3800,39,39
2021-04-17,REG-175,Regular,AC-003,AirConditioner,3800,40,48
